,DalStudentLife,DalMCS,DalhousieChem,DalGradStudies,_dalsha,DalTigers
1013,"{'date': '03/17/2018, 17:00:35', 'full_text': 'St. Patricks Day is here, which means celebrations are in order! If you choose to use drugs recreationally (and we don\'t recommend you do!) make sure to check out our blog post on ""5 Tips for Safer Drug Use"" https://t.co/BQDW78s8Bn'}","{'date': '09/18/2017, 13:50:08', 'full_text': 'Communication Security Establishment and @HealthCanada  are on campus in just one week! Register on myCareer today! https://t.co/ntgnsKRS34'}",,"{'date': '03/12/2019, 17:40:21', 'full_text': 'Emma Finlayson-Trick from Microbiology &amp; Immunology was victorious in round 8 of the #Dal3MT preliminary heats🏅 Her presentation “Say Hello to Your Little Friends” featured a slide of a 💩! Come and see it at the finals tomorrow https://t.co/RtsATeGB52 @DalMedSchool https://t.co/qOeHG18kkk'}","{'date': '02/12/2019, 17:37:32', 'full_text': 'RT @HfxPartnership: Calling all students &amp; recent grads! Why should #Halifax employers hire you? What makes you stand out? We want to hear…'}","{'date': '11/14/2019, 00:09:32', 'full_text': 'WHOC: 🏒 Two Penalties\n.\n.\n#7 holding | DAL\n#14 Slashing | @stfxathletics \n.\nPenalties 🙅 out. Continues 5V5 as players go to the box\n@AUS_SUA'}"
1014,"{'date': '03/17/2018, 16:31:30', 'full_text': 'Make sure to check out the @DalAfterDark events happening at King’s Gym until 5pm and LeMarchant Atrium until 7pm! Then head over to Sexton Gym for laser tag from 8pm-12am! #StPatricksDay #DalhousieU https://t.co/X9yorf2H8r'}","{'date': '09/18/2017, 13:29:08', 'full_text': 'RT @TD_Careers: A career with TD gives you the freedom to define your future. Check out the latest #campus events near you: https://t.co/J9…'}",,"{'date': '03/12/2019, 17:01:38', 'full_text': ""Dilshan Weerasinghe from Musicology takes round seven with his presentation “We Gon' Be Alright: Race, Representation and Kendrick Lamar” 🎧🥊🧠 See him in action tomorrow night at the finals. !🎉 https://t.co/RtsATeGB52 @DAL_FASS @FSPADal @DalhousieU https://t.co/bd3pEXUsu3""}","{'date': '02/12/2019, 13:05:38', 'full_text': 'RT @heather_web: Some great conversations taking place between students and health leaders at that @CCHL_Bluenose &amp; @DalAHAS speed networki…'}","{'date': '11/13/2019, 23:32:08', 'full_text': 'WHOC: 1st Period Update\n.\n.\nThe game is scoreless at the end of the 1st Period\n.\n.\nDal 0 - @StFXAthletics 0\n.\n.\n@AUS_SUA #GoTigersGo'}"
1015,"{'date': '03/17/2018, 16:12:34', 'full_text': 'Come play Pac-Man or life sized Jenga or Connect4 with @DalAfterDark until 7pm at the LeMarchant Atrium! #StPatricksDay https://t.co/xl2JKK9wvP'}","{'date': '09/18/2017, 13:20:10', 'full_text': ""We've got some exciting companies lined up to host recruiting events this week! https://t.co/pRrYdR7STW https://t.co/Xz1ECcDSLT""}",,"{'date': '03/12/2019, 16:36:21', 'full_text': 'Way to go Nicky Tam from Biomedical Engineering for taking round six of the #Dal3MT preliminary heats.🧠🏅 Hear his presentation “Cells in gels: miniaturizing prostates for cancer research” at the competition finals tomorrow night!🎉 https://t.co/RtsATeGB52 @DalMedSchool @NwkTam https://t.co/WrUgZxm3gp'}","{'date': '02/11/2019, 18:32:34', 'full_text': 'RT @DalHRES: Black Women in Leadership: Fighting for Change - TODAY at 6PM\nBSAC presents Senator Dr. Wanda Thomas Bernard as she shares her…'}","{'date': '11/13/2019, 23:29:32', 'full_text': 'WHOC: POWERPLAY\n\nDal Tigers get a 2 min Power Play w/ 1:45 left in the 1st \n.\n.\nDal VS @StFXAthletics \n.\n.\n@AUS_SUA #WomensHockey #GoTigers'}"
1016,"{'date': '03/17/2018, 15:44:33', 'full_text': 'LeMarchant Atrium is where it is at! There are games and all the food! Green pancakes you guys. Come on over until 7pm! #StPatricksDay @DalAfterDark'}","{'date': '09/18/2017, 11:45:07', 'full_text': '@TD_Canada and @Deloitte  are hosting recruitment events today, are you going? Ask about their career opportunities for students and grads. https://t.co/QeETdhmdZj'}",,"{'date': '03/12/2019, 15:59:16', 'full_text': 'We have another winner!🏅 Kalli Hood from Community Health &amp; Epidemiology took round five of the #Dal3MT preliminary heats with her presentation “Nail-ed It! Cancer, Arsenic, and Toenail Biomarkers.” See you at the finals Kalli! @DalMedSchool @DalHealth https://t.co/qrPTAjiqGW'}","{'date': '02/11/2019, 18:32:01', 'full_text': 'RT @KirstyDuncanMP: Today, on International Day of Women and Girls in Science, we celebrate the scientific achievements and promise of Cana…'}","{'date': '11/13/2019, 23:21:28', 'full_text': 'WHOC: 🏒 #21  Taylor Joyce has WHEELS!!! Pulling away from defenders twice early in the 1st vs @StFXAthletics \n\n#FearTheRoar @AUS_SUA'}"
1017,"{'date': '03/17/2018, 15:21:50', 'full_text': 'Head to King’s Gym for some inflatables until 5pm! You can also head to the Manning Room in Kings for some Board Games from 5pm-12am! @DalAfterDark #StPatrickDay #Inflatables'}","{'date': '09/18/2017, 11:39:15', 'full_text': 'RT @CranstonAnna: The @nscoopsummit is a very special event for a select group of yr 2&amp;3 @DalCommerce, yr3 @dalmgmt &amp; yr1 @dalmba. Register…'}",,"{'date': '03/12/2019, 15:04:30', 'full_text': 'Congrats Alex Louli from Physics &amp; Atmospheric Science for taking the 4th heat with the presentation “Less is More: Packing More Energy in Less Battery”. 🔋🧠🗣 See you at the finals tomorrow night! https://t.co/RtsATeGB52 @DalScience @DalhousieU https://t.co/dNpe5p26MQ'}","{'date': '02/11/2019, 17:29:42', 'full_text': 'RT @DalHealth: For all interested students: Make sure you register before the Feb. 15 deadline (this Friday)! https://t.co/W1qzqXcRm5'}","{'date': '11/13/2019, 22:31:26', 'full_text': ""@DalTigers: WHOC: 🏒 30 min until puck drop!\n.\n.\nDAL VS @stfxathletics | 7PM\n.\n.\nCome to the forum for @AUS_SUA women's hockey! #GoTigersGo""}"
1018,"{'date': '03/17/2018, 15:05:14', 'full_text': ""Celebrate St. Patrick's day with extreme inflatable sports happening right now until 5:30 in the Kings Gym! Get competitive with your pals and win some prizes on the 2-person gladiator or big-baller obstacle course! Visit https://t.co/KJ0mWfCips for more events @DalAfterDark #DSL https://t.co/BSI8Uid0Rs""}","{'date': '09/17/2017, 18:45:06', 'full_text': 'Last chance to register for @TD_Canada  and @Deloitte  CPA recruitment events! Visit the myCareer calendar to claim your spot now. https://t.co/Ykl32WpZew'}",,"{'date': '03/12/2019, 15:01:33', 'full_text': 'Dal’s VP Student Affairs Dr. Ivan Joseph will join our panel of judges to help decide which graduate researchers reign supreme TOMORROW at the 3 Minute Thesis finals! Come see him in action! @DrIvanJoseph @DalhousieU #Dal3MT Event details here ➡️ https://t.co/T9vnhnmYeZ https://t.co/j5FtmsUglb'}","{'date': '02/11/2019, 17:27:46', 'full_text': 'RT @CDNScience: Celebrate International Day of Women and Girls in Science by participating in @environmentca’s #AskAScientist discussion on…'}","{'date': '11/13/2019, 17:54:09', 'full_text': ""Meet women's volleyball player Victoria Haworth! Join us at the Women in Leadership Spotlight Dinner on Nov 28 to meet Victoria! Check out our website to get your Women in Leadership Spotlight dinner tickets today!\n🎟️ https://t.co/GmDd5woN1X\n#TigerPride https://t.co/dJ9DP2CGyx""}"
1019,"{'date': '03/17/2018, 15:01:20', 'full_text': 'A drunk ""yes"" is a no. #ThinkSafeDrinkSafe https://t.co/Z6JRBPbuNa'}","{'date': '09/16/2017, 15:37:12', 'full_text': 'RT @rgwooden: Dal students will be there @dalmcs @DALCLDC @dalfcs https://t.co/v7LhPs3BW6'}",,"{'date': '03/12/2019, 14:14:39', 'full_text': 'Another heat, another winner!🏅 Juliana McLaren from Communication Sciences and Disorders won the 3rd heat for her presentation “Have you heard about the link between dementia and hearing loss?” She’ll take the stage tomorrow at the finals! https://t.co/RtsATeGB52 @Dalscsd https://t.co/7Zj4dmTZmq'}","{'date': '02/11/2019, 17:27:25', 'full_text': 'RT @dalagriculture: Celebrate #CdnAgDay with us tomorrow, Feb 12th with a special screening of the film Before the Plate. Panel discussion…'}","{'date': '11/13/2019, 17:02:31', 'full_text': ""It's Tigers game day! Our women's hockey team faces off against @StFXAthletics tonight at 7pm with all the action taking place at the Halifax Forum! Be sure to come cheer on your Tigers! \n#GoTigers #FearTheRoar https://t.co/pyfLFe7im0""}"
1020,"{'date': '03/17/2018, 14:05:16', 'full_text': ""Happy St. Patrick's Day! If you're looking for something to do head over to the Lemarchant Atrium now until 7pm for a Carnival and Games Room! With pac man, air hockey, foosball, life-sized board games, and FREE food you won't want to miss out! @DalAfterDark #DSL https://t.co/V4gaUPeXNP""}","{'date': '09/15/2017, 20:06:06', 'full_text': 'RT @DalStudySuccess: Feeling #overwhelmed? Are you #distracted by Netflix? Then come to a Managing #Time workshop on Tues from 4:30-5:30 in…'}",,"{'date': '03/12/2019, 13:34:05', 'full_text': 'The dust has settled on the 2nd heat and Gurkaran Chowdhry from Physics &amp; Atmospheric Science is the next winner going to the #Dal3MT finals tomorrow night for his presentation ""Finding the Sweet Spot: Using Sugar Polymers to Develop Bioactive Fibers"" 🎉🧠https://t.co/RtsATeGB52 https://t.co/StPMJBde7F'}","{'date': '02/11/2019, 17:23:32', 'full_text': 'RT @NS_TIR: Health and Wellness Minister Randy Delorey says: “Each investment gets us closer to improving how we deliver care for Nova Scot…'}","{'date': '11/13/2019, 17:00:32', 'full_text': ""ICYMI: Our men's basketball team remained undefeated on the season after winning an OT thriller against @SMUHuskies 93-89 on the weekend. Check out the game recap below! \n📰  https://t.co/rCsVfEkR87\n#GoTigers #FearTheRoar https://t.co/vrQSbuAyuX""}"
1021,"{'date': '03/17/2018, 11:00:50', 'full_text': 'The only way to know exactly what is in your drink is to pour it yourself! #ThinkSafeDrinkSafe https://t.co/arj5bmSGRk'}","{'date': '09/15/2017, 19:22:12', 'full_text': 'RT @dalethics: Tickets for the 2017 Ethics in Action Gala are available for purchase! https://t.co/0GFD42anwi @ScotiabankViews'}",,"{'date': '03/12/2019, 13:30:08', 'full_text': 'Eric Pringle from the Microbiology and Immunology Department in @DalMedSchool will defend their PhD thesis today entitled ""Translational Efficiency of Herpesvirus Messenger Ribonucleic Acids"". Good luck, you got this Eric! 🦠 #DalDefender https://t.co/WcXMol8CrU'}","{'date': '02/11/2019, 17:19:09', 'full_text': 'RT @NSERC_CRSNG: Government of Canada ensures Canada’s research community is as diverse as our country: New draft charter and grants will h…'}","{'date': '11/12/2019, 23:12:26', 'full_text': 'RT @USPORTSca: 🏐U SPORTS Top 10: @ryersonrams - new leaders on the court / Les Rams sont les nouveaux leaders sur le terrain\n\n@AUS_SUA | @C…'}"
1022,"{'date': '03/16/2018, 22:32:33', 'full_text': 'Want to join @DalUrbanGarden or get updates on their events? Contact them on twitter, Facebook or Instagram! #plantlove #studentlife #dalsocieties'}","{'date': '09/15/2017, 11:42:15', 'full_text': 'RT @ASPIREwil: We’re lucky to partner with the best employers to bring students high-quality work opportunities in FS! https://t.co/iWgxlEq…'}",,"{'date': '03/12/2019, 12:49:20', 'full_text': 'We have our first #Dal3MT winner! Congratulations Yvonne Brandelli from Psychology and Neuroscience for her winning presentation “The Paradox of Arthritis Pain: When What Helps Hurts.” 🏆 See you at the finals! https://t.co/RtsATeGB52 @YvonneBrandelli @DrCChambers @DalScience https://t.co/dfqRGAo3Cz'}","{'date': '02/11/2019, 17:17:59', 'full_text': 'RT @WomenScienceDay: It is #February11, It is the International Day of Women &amp; Girls in Science. You can watch event live on @UNWebTV \n#Wom…'}","{'date': '11/12/2019, 23:12:15', 'full_text': 'RT @USPORTSca: 🏀U SPORTS Top 10: @CURavens 1⃣\n\n@AUS_SUA | @CanadaWest | @OUAsport | @RSEQ1 | @CanBball \n\n#ChaseTheGlory | #ViserHaut\n\n🔗EN:…'}"
1023,"{'date': '03/16/2018, 22:30:55', 'full_text': 'Tip from @DalUrbanGarden : put your plant near your study space! It helps with air quality, happiness and productivity! #plantlove #studentlife'}","{'date': '09/15/2017, 11:30:11', 'full_text': 'Apply by Sunday for @GrantThornton Marketing and Communications Coordinator role. Career Services Job # 66083 on myCareer #FullTimeFriday'}",,"{'date': '03/12/2019, 12:02:08', 'full_text': '@SoilsLab @dalagriculture Looking forward to seeing you here! Thank you for being part of the excitement! 🙏🏽'}","{'date': '02/11/2019, 17:17:34', 'full_text': 'RT @TheLancet: On #WomeninScience Day, read our #LancetWomen theme issue – new research, commentary, and analysis for action towards #gende…'}","{'date': '11/12/2019, 19:58:23', 'full_text': ""This week's @USPORTSca #TopTenTuesday features the men's basketball team staying in the number 2 spot and the women's volleyball team locked in at number 3.\n📰https://t.co/6vGh0E8XTa\n#TigerPride #GoTigers https://t.co/TPOw96RFCm""}"
1024,"{'date': '03/16/2018, 22:30:04', 'full_text': '@DalUrbanGarden has a garden on campus right behind the computer science building! Check it out! In the summer you can even pick up some vegetables! #studentlife #plantlove'}","{'date': '09/14/2017, 18:12:27', 'full_text': 'RT @ASPIREwil: We’re so proud to partner with top schools across Canada to bring incredible student work opportunities! https://t.co/UNESFr…'}",,"{'date': '03/12/2019, 11:53:17', 'full_text': 'Tune in to @DalGradStudies today for live updates from the #Dal3MT preliminary heats. We’ll announce all of the contenders going to the competition finals tomorrow night as they happen! 🗣🥊https://t.co/RtsATeGB52 @DalhousieU @DalHealth @DalScience @FASSDal @DalMedSchool https://t.co/ArH5b4pqGq'}","{'date': '02/11/2019, 15:24:24', 'full_text': 'RT @DalGlobalHealth: We are so excited by the beautiful images coming in for the 2019 #GlobalHealth #Photo Contest!  We know you are taking…'}","{'date': '11/12/2019, 14:27:20', 'full_text': ""Congrats to our @MuscleMLKCAN Athletes of the Week Catherine Callaghan (volleyball), and Sascha Kappos (basketball)! Both athletes played integral parts in their team's success over the weekend! #GoTigers #TigerPride https://t.co/iNJjUMYkBh""}"
1025,"{'date': '03/16/2018, 22:28:24', 'full_text': 'Tips from @DalUrbanGarden - succulents are perfect if you forget to water your plants. They don’t need much water! Put them in a window so they can get some sun 🌞 #Terrariumworkshop #succulents @DalAfterDark'}","{'date': '09/14/2017, 18:12:07', 'full_text': 'Improve your Resume &amp; Cover Letter workshop is in full swing. Still a few mins to stop in for some one-on-one advice! https://t.co/iGkWQJXfUP'}",,"{'date': '03/12/2019, 11:01:08', 'full_text': ""Dilshan “The Hip Hop Harmonizer” Weerasinghe from @DAL_FASS is one of 110 contenders competing in today's heats for Dal’s 3 Minute Thesis title. 🎶🎷Come to the competition finals TOMORROW to see which grad students reign supreme! 🥊🧠 https://t.co/ytNi5Fsx8J #Dal3MT @FSPADal https://t.co/O42bsTDZgf""}","{'date': '02/11/2019, 13:02:36', 'full_text': 'RT @iwbconference: Our 2019 schedule and sessions are now available! Check it out here- https://t.co/s4VQWHr8rU Hope to see you on Tuesday!…'}","{'date': '11/10/2019, 02:59:04', 'full_text': 'MBB: Congrats to Keevan Veinot, tonight’s @AUS_SUA @SubwayAtlantic Player of the Game! #SubwayFuel #TigerPride https://t.co/VdtAs3NgzT'}"
1026,"{'date': '03/16/2018, 22:07:31', 'full_text': 'Succulent care: don’t over water, 100ml max! Turn them in your window to keep them happy 🌿🌱#Terrariumworkshop @DalAfterDark @DalUrbanGarden'}","{'date': '09/14/2017, 18:00:33', 'full_text': ""#TBT to Sandra being awarded the Sagewood Award for Entrepreneurship! https://t.co/gIAH4M94Di. She's now at Senators Sports &amp; Entertainment.""}",,"{'date': '03/11/2019, 18:01:05', 'full_text': 'Alex “The Battery Booster” Louli from @DalScience is just one of 110 grad student contenders vying for 3 Minute Thesis title. 🔋⚡️ Come to the competition finals on March 13 to see which grad students reign supreme! 🥊🧠 https://t.co/RKON1zAHDq #Dal3MT @alexlouli https://t.co/dPokwJmTAQ'}","{'date': '02/11/2019, 12:38:14', 'full_text': 'RT @ECCRT: “Diversity in research expands the pool of talented researchers, bringing in fresh perspectives, talents and creativity”. #Febru…'}","{'date': '11/10/2019, 02:05:44', 'full_text': 'MBB: TIGERS WIN! They beat @SMUHuskies 93-85 in OT. @AUS_SUA #FearTheRoar #GoTigers'}"
