,DalhousieU,DalStudentUnion,DalSecurity,DalResidence
1297,"{'date': '04/08/2019, 13:55:02', 'full_text': 'Collaboration is key to effective research. That’s why the @OceanFrontier, led by #DalhousieU, has eight international partners and 19 industry partners 🐋  https://t.co/CiipQPVl7d'}","{'date': '10/05/2016, 14:51:48', 'full_text': 'Breaking news: Stigma Smash is a hit! Check it out on your next break! @DalPres https://t.co/0AHBIanxkG'}","{'date': '08/17/2015, 15:02:18', 'full_text': '.@AprilMacQueen Thanks for spreading the word. @HfxRegPolice are currently investigating and we encourage anyone with info to contact them.'}","{'date': '03/14/2017, 13:07:30', 'full_text': ""RT @DalStudentUnion: It's time to vote! ✔ Starting today, March 14 at 8 am and running till this Thursday, March 16… https://t.co/KS20PNXILp""}"
1298,"{'date': '04/08/2019, 13:22:40', 'full_text': '@DalTigers @MyFutureisDal Welcome! 🐯'}","{'date': '10/05/2016, 14:18:38', 'full_text': 'Have your turn and join our VPSL at the Stigma Smash! #mentalhealthawareness until 2pm! @… https://t.co/wZ1HRMS5aE'}","{'date': '08/15/2015, 18:07:01', 'full_text': 'Please note that the parking lot in front of Stairs House will be closed overnight tonight until 11PM Sunday for painting.'}","{'date': '03/14/2017, 12:31:15', 'full_text': 'RT @workatdal: Are you signed up for Dal Alert? Stay informed on closures and cancellations during storms. https://t.co/uq0wZ2PiQ2'}"
1299,"{'date': '04/08/2019, 11:58:01', 'full_text': 'ICYMI: Please note that Seymour Street (between Coburg Rd. and University Ave.) is closed to all but local traffic until Friday, Apr. 12. 🚧 Those who park in the McCain Parkade will still be able to access its entrance. https://t.co/P9bqaikqwM'}","{'date': '10/05/2016, 14:14:50', 'full_text': 'Have words been used to hurt you? Time to get rid of them! 💥Stigma smash, until 2pm in the SUB… https://t.co/CLUmUxijg8'}","{'date': '08/13/2015, 12:56:54', 'full_text': 'It can be confusing as the uniforms looks similar but @hfxgov ""parking enforcement"" agents ticket on streets throughout Hfx campuses not us.'}","{'date': '03/13/2017, 19:01:53', 'full_text': ""Like your current residence room? It's the LAST DAY to re-apply &amp; be guaranteed to keep it next year: https://t.co/0F8G31WuGa #DalSweetDal""}"
1300,"{'date': '04/07/2019, 23:48:01', 'full_text': 'Looking for adventure? ✈️ Apply by April 15th for a winter 2020 exchange: https://t.co/Utl7jPwRdQ https://t.co/gejW4p6ClC'}","{'date': '10/04/2016, 16:20:18', 'full_text': 'Had a great day at Sexton today! Grab your FREE agenda courtesy of the DSU at the Sexton office… https://t.co/7cvD2U8ro6'}","{'date': '08/13/2015, 12:53:54', 'full_text': 'RT @chronicleherald: Parking tix: Types of violations and most-ticketed streets as #Halifax racks up $4m in revenue http://t.co/MWK9y4zWkC …'}","{'date': '03/13/2017, 17:20:11', 'full_text': ""Looking for a convenient &amp; affordable place for the summer? Your time in residence doesn't have to end! https://t.co/dLT24ej4tY @StayAtDal https://t.co/RAzxEiD3ZW""}"
1301,"{'date': '04/07/2019, 16:05:04', 'full_text': ""Did you hear? Mark your calendars and empty your closets! It's time to make room for all the fabulous things you'll find at the @HalifaxDumpNRun. 👖 Details: https://t.co/f3SSHOWwFq https://t.co/UStj9BDg6m""}","{'date': '10/04/2016, 03:19:30', 'full_text': 'What are you doing this week to take care of yourself? Hope to see you at some awesome events… https://t.co/Uq0XE8zgGr'}","{'date': '08/12/2015, 12:18:33', 'full_text': 'RT @DalMCS: HIRE @RoweBusiness CO-OP STUDENTS THIS FALL - http://t.co/JPUAS41euz Req: 12+ weeks | 35+ hr/wk | min. wage + | mentor | learni…'}","{'date': '03/13/2017, 14:56:56', 'full_text': ""RT @DalAfterDark: Hey Friends! Don't know what to do yet for St. Patty's?\nCheck out our event!\nhttps://t.co/cO0j8itrY3""}"
1302,"{'date': '04/07/2019, 02:31:00', 'full_text': 'Looking to get out of the classroom to learn? Working in laboratories and getting out into the field is exactly what the Dalhousie Integrated Science Program (DISP) provides first-year @DalScience students. 🔬 https://t.co/B574n84pAL'}","{'date': '10/02/2016, 14:21:19', 'full_text': ""It's so important to have proactive and comprehensive sexual assault policy on our campuses #ConsentCultureNS""}","{'date': '08/11/2015, 23:50:10', 'full_text': 'RT @DalResidence: .@MyFutureIsDal Students wanting to keep their car on campus need to buy a parking pass through @DalSecurity http://t.co/…'}","{'date': '03/13/2017, 14:55:27', 'full_text': 'RT @IWKFoundation: Congratulations, BigHorns! And thank you so everyone who came out to support this event. #DalResFaceOff https://t.co/4XJ…'}"
1303,"{'date': '04/06/2019, 16:13:03', 'full_text': 'Believe it or not, summer is coming! For many students, that means looking for a summer job. @DalStudentLife compiled a list of six potential summer jobs you may not have thought of: https://t.co/rAA8WEQRQ3 https://t.co/OeWGQuDp7B'}","{'date': '10/02/2016, 01:19:11', 'full_text': 'Best DJs! best party! Feminists on the dance floor! #consentcultureNS @ The Grawood https://t.co/XmzLtktfKd'}","{'date': '08/11/2015, 16:34:38', 'full_text': ""@jodeci69 You're right! We could have done better on getting the word out.  Paving temporary interrupted a few spots this AM - most ok now.""}","{'date': '03/13/2017, 14:35:14', 'full_text': 'Which meal plan are you considering for next year? #DalResidence #DalSweetDal https://t.co/MlTmPx7Ncr'}"
1304,"{'date': '04/06/2019, 14:40:24', 'full_text': ""It was the influence of a high school biology teacher that charted the course for @DalAgriculture's Dr. David Gray into academia and a career in marine biology – but not without (an almost literal) change in flight plan: https://t.co/Ez6xuyI7m1 https://t.co/dnLVOicVku""}","{'date': '10/01/2016, 19:19:02', 'full_text': '""Having these conversations with your children is really important."" -Nadine Bernard #ConsentCultureNS'}","{'date': '08/10/2015, 14:28:23', 'full_text': '.@MelanieWalker22 Parking permits go on sale in person 8AM on Aug 24th OR midnight August 23rd online at http://t.co/cyuiwQ7SAu'}","{'date': '03/13/2017, 13:02:26', 'full_text': 'Last chance for returning students to re-apply for res next year and be guaranteed to keep your room or have priority for another residence! https://t.co/pVrrpGAvu3'}"
1305,"{'date': '04/06/2019, 11:30:02', 'full_text': 'DYK? 🤷🏻\u200d♀️ If you\'re a #DalhousieU student with a health question you\'re afraid to ask, you can ""ask-a-nurse""! Your questions are confidential, anonymous and will be answered within 72 hours: https://t.co/Bp8pMreDWf https://t.co/6Zv0YbiA7O'}","{'date': '10/01/2016, 19:09:12', 'full_text': '""The work we do for our community is really hard. We\'re talking about trauma while experiencing trauma."" Karla Stevens #ConsentCultureNS'}","{'date': '08/09/2015, 16:45:25', 'full_text': 'Thanks for all the lost puppy RTs - we were just contacted by the owner and made a happy reunion.  :) #wannabedogcatchers'}","{'date': '03/12/2017, 22:30:23', 'full_text': 'Job alert! Seeking nine residence students to join our 2017/18 Food Ambassador program. https://t.co/DvQTmdvXCy'}"
1306,"{'date': '04/05/2019, 19:07:03', 'full_text': ""The deadline to nominate a staff or faculty member for the President's Award for Advancement of Equity, Diversity and Inclusiveness is coming up on April 12. Celebrate a colleague who has shown outstanding commitment to EDI at #DalhousieU: https://t.co/Lf2sq7AqYh https://t.co/vXbpUKptxt""}","{'date': '10/01/2016, 18:54:40', 'full_text': '""We can\'t build consent culture on our campuses if we\'re not talking about consent in our communities"" El Jones #ConsentCultureNS'}","{'date': '08/09/2015, 16:38:59', 'full_text': ""Officer Giddens playing K-9 handler with lost puppy... Animal Control contacted but we'd rather find owners. #help http://t.co/EU8jwZt7ta""}","{'date': '03/12/2017, 18:00:44', 'full_text': 'LAST DAY to complete the dining hall survey (link in your Dal email) and help your floor, tower, house or section win a dessert party!'}"
1307,"{'date': '04/05/2019, 16:51:06', 'full_text': ""Please note that Seymour Street (between Coburg Rd. and University Ave.) will be closed to all but local traffic between Monday, Apr. 8 and Friday, Apr. 12. 🚧 Those who park in the McCain Parkade will still be able to access the parkade's entrance. (🏷 @DalSecurity) https://t.co/N8llvwC072""}","{'date': '10/01/2016, 18:50:37', 'full_text': 'Our first panel at #cosentcultureNS on decolonizing consent so important to centre… https://t.co/A4ZuQ51XVa'}","{'date': '08/09/2015, 16:26:50', 'full_text': 'We found a lost (but super cute) puppy now safe (and spoiled) in our office 9024946400 Pls RT! #helpfindfamily http://t.co/yQNztWAlDv'}","{'date': '03/12/2017, 15:50:09', 'full_text': 'When your #DalResidence wins the Charity Hockey Game https://t.co/mItQsYWfDF We hope you all enjoyed the game last night!'}"
1308,"{'date': '04/05/2019, 16:05:03', 'full_text': '“There’s something about the arts that encourages kindness, and you can see that in the way that people have supported the Performing Arts Campaign,"" says @FSPADal student Emmanuel Solomon. Read his story here: https://t.co/coXl1p8rSW #DalPerformingArtsCampaign https://t.co/auakboO0OT'}","{'date': '10/01/2016, 18:49:40', 'full_text': '""Did we only know the justice system was broken when it was failing white middle class women?"" El Jones #ConsentCultureNS'}","{'date': '08/07/2015, 14:20:12', 'full_text': 'RT @southhousehali: Sexual assault reporting questioned: Nova Scotia network raises concerns over proposed changes http://t.co/EKeQlQnVa5'}","{'date': '03/12/2017, 01:12:34', 'full_text': 'Thanks for coming out to the #DalResidence Charity Hockey Game tonight and a big congratulations to the BigHorns on the 4-2 win! https://t.co/Pq1Eu9K1hB'}"
1309,"{'date': '04/05/2019, 15:16:01', 'full_text': ""Today's the last day to nominate a @Dal_Alumni for an Aurum Award, which celebrates innovators and visionaries who are making a difference in their communities and around the world: https://t.co/RDIUrWXlh5 https://t.co/0trVAtyHwe""}","{'date': '10/01/2016, 18:47:42', 'full_text': '""It\'s one thing to know the statistics around MMIW and another thing to live the statistics"" Rebecca Moore #ConsentCultureNS'}","{'date': '08/07/2015, 12:29:00', 'full_text': 'All clear to return to to buildings  on Sexton Campus following fire alarm.'}","{'date': '03/12/2017, 00:45:00', 'full_text': 'He shoots! He scores ! Another goal for the BigHorns ! 🏒 #DalResidence'}"
1310,"{'date': '04/05/2019, 13:39:38', 'full_text': ""Our budget plan is recommending changes to international tuition. Hear from our Provost and Vice-President Finance and Administration on the reasoning behind the changes and how we're working to improve supports and services for international students: https://t.co/hzLAJJAEsd https://t.co/nQh5YhpgI1""}","{'date': '10/01/2016, 18:43:38', 'full_text': '""As women, as Indigenous women, I don\'t think my sisters and I feel safe."" ~Rebecca Moore #ConsentCultureNS'}","{'date': '08/07/2015, 11:02:40', 'full_text': '@KimberleyLake Well that explains the suspicious person call in the area! 😉 @HfxPublicGarden'}","{'date': '03/12/2017, 00:25:15', 'full_text': ""Going into the third period. 3-2 BigHorns! #DalResidence let's see what you've got!""}"
1311,"{'date': '04/04/2019, 22:14:02', 'full_text': 'Sticking around #NovaScotia for the summer? Here are 11 hikes that you need to experience: https://t.co/ZIsEevxELv (🏷 @VisitNovaScotia) https://t.co/vc4vL1TXiX'}","{'date': '10/01/2016, 18:41:35', 'full_text': 'At #consentcultureNS forum this weekend here at the DSU. Looking forward to building a vision with students from all around NS'}","{'date': '08/07/2015, 10:58:46', 'full_text': ""@KimberleyLake @pearceauto We're here to help - who can be cranky on a beautiful Friday?!""}","{'date': '03/11/2017, 23:55:01', 'full_text': 'BigHorns winning 3-1 at the #DalResidence Charity Hockey Game! https://t.co/MHq4cL5aYh'}"
1312,"{'date': '04/04/2019, 20:57:00', 'full_text': 'Our alumni make the world a more vibrant place – but this @Dal_Alumni is quite literally making the world a more vibrant place for those with vision deficiencies. https://t.co/Jb4KzLh7Wr'}","{'date': '10/01/2016, 18:36:36', 'full_text': 'Panel on de-colonizing consent with El Jones, Karla Stevens, Nadine Bernard, and Rebecca Moore #ConsentCultureNS https://t.co/jKOsjfLXGK'}","{'date': '08/06/2015, 14:54:55', 'full_text': '.@adamundefined Thx for pointing this out - it will be forwarded to the Traffic Officer for review. Is it a specific meter or all of them?'}","{'date': '03/11/2017, 23:27:36', 'full_text': 'Game update! #DalResidence https://t.co/mcur7HCLoq'}"
1313,"{'date': '04/04/2019, 17:25:02', 'full_text': ""Are you a first-year student? There's still time for you to complete a survey about your experience at #DalhousieU – but hurry, it closes tomorrow: https://t.co/aXbutHhTWm https://t.co/MJTI7qn3bf""}","{'date': '10/01/2016, 16:23:33', 'full_text': 'Starting off consent culture forum with opening from elders Geri and Debbi #ConsentCultureNS https://t.co/opyK4ZHi7k'}","{'date': '08/04/2015, 20:48:44', 'full_text': '.@UofA_UAPS @Bell_LetsTalk All of our officers received the Mental Health First Aid training this year too! #soworthwhile'}","{'date': '03/11/2017, 22:59:11', 'full_text': '#GoTrojans #DalResidence https://t.co/JR39M7Kzzy'}"
1314,"{'date': '04/04/2019, 15:43:01', 'full_text': ""This week, we're kicking off our #DalPerformingArtsCampaign series. Over the next two months, we'll be sharing stories from our students, alumni, and donors on what @FSPADal means to them. Check back weekly to read their stories. https://t.co/tOmBpwbY0w""}","{'date': '09/29/2016, 19:56:22', 'full_text': 'Talk tonight in council chambers delayed til 7:30! https://t.co/wRHYW3BF0G'}","{'date': '07/31/2015, 00:36:06', 'full_text': 'Did you see that we tweeted to @drake today from the @dalsecurity account? Do you follow us? You… https://t.co/XLtXN1s4lh'}","{'date': '03/11/2017, 22:50:06', 'full_text': '#GoBigHorns #DalResidence https://t.co/pZIQPBhBQq'}"
1315,"{'date': '04/04/2019, 14:01:03', 'full_text': '“People should come see The Grand Parade because it is one of the most unique things we’ve ever programmed."" 🎭\n\nWith a testimonial like that, how can we NOT see @FSPADal\'s season closer? Limited tickets remain for tomorrow night\'s show at @Pier21. https://t.co/u0ZUSEGoMd'}","{'date': '09/29/2016, 19:02:40', 'full_text': 'Looking for something to do this weekend? Cheer on your Dal Tigers at a few varsity games!… https://t.co/zf0BoRXLCG'}","{'date': '07/30/2015, 20:22:50', 'full_text': 'RT @dalplex: The potholes are almost fixed! Thanks for your patience http://t.co/tgl28C2L1O'}","{'date': '03/11/2017, 22:41:57', 'full_text': 'Who are you cheering for in the #DalResidence Charity Hockey Game tonight? The puck drop is in twenty! 🎉 https://t.co/5Qn6kO2sKc'}"
1316,"{'date': '04/03/2019, 21:59:02', 'full_text': ""Are you a #DalhousieU student with a faith-based question you're afraid to ask? Ask a Chaplain in the Multifaith Centre anonymously and confidentially, and have your question answered within 72 hours: https://t.co/Fee5cK657N https://t.co/VWLbtN9JH7""}","{'date': '09/29/2016, 12:15:02', 'full_text': ""We're downtown this morning with @cfsns fighting for free education for all. Are you going all out on November 2? #AllOutNov2 https://t.co/UejPbUkEzY""}","{'date': '07/30/2015, 18:03:04', 'full_text': '.@MeekMill this Twitter/Rap battle has gone too far. Download our #DalSAFE app and maybe @Drake will leave you alone. #yolo'}","{'date': '03/11/2017, 22:01:02', 'full_text': ""If you're going to the #DalResidence Charity Hockey Game tonight, make sure you're at the SUB or Gerard Hall around 6pm to catch the bus!""}"
