,DalManagement,EventsAtDal,DalPres
1770,"{'date': '05/15/2017, 19:25:27', 'full_text': 'RT @RoweExchange: Our Israel Exchange group of students from Dalhousie and Tel Aviv University toured Niagara last week. Full album: https:…'}",,"{'date': '06/08/2018, 19:16:18', 'full_text': 'RT @wef: Here are 5 of the biggest threats to our oceans, and how we can solve them https://t.co/YWZZ7yec3w #WorldOceansDay https://t.co/H6…'}"
1771,"{'date': '05/15/2017, 18:03:44', 'full_text': '#DalGrad profile: How Charcy Britten-Boudreau found her way to to the MPA program at @DalhousieSPA: https://t.co/Wrx4pJ0MG7 https://t.co/ZWQZP7z8At'}",,"{'date': '06/08/2018, 19:16:03', 'full_text': 'RT @jrogers_4: This is what a #Supercluster looks like. These are innovative organizations focused on sustainability, growth, and social im…'}"
1772,"{'date': '05/15/2017, 17:54:22', 'full_text': ""Come to join us! - Faculty of Management Dean's Convocation Reception (May 29th)\n\n https://t.co/jKrpX9b6Mt https://t.co/r2rBRFR1zg""}",,"{'date': '06/08/2018, 19:06:05', 'full_text': '@YoungMC456 @MikeSavageHFX @Dal_Alumni Yup!'}"
1773,"{'date': '05/15/2017, 16:46:05', 'full_text': ""RT @michael_smit: I'll be on @Mainstreethfx today after the 5pm news break to talk about information security, #ransomware, and the #WannaC…""}",,"{'date': '06/08/2018, 19:05:43', 'full_text': 'RT @JustinTrudeau: All of us have a stake in keeping our oceans, coasts, and seas clean, healthy, and resilient. #WorldOceansDay https://t.…'}"
1774,"{'date': '05/10/2017, 19:58:46', 'full_text': 'Karen Beazley from SRES on the importance of using research for advocacy for Research Day. https://t.co/fKtAMmykos'}",,"{'date': '06/08/2018, 19:02:41', 'full_text': 'Incredible speech Sage, thank you for joining us! #DalProud https://t.co/3NUQ79exYN'}"
1775,"{'date': '05/10/2017, 19:56:51', 'full_text': 'RT @SusanHaydt: @br_haley presents on the Maritime Link and renewable electricity in Nova Scotia in the Lightning Round at @DalManagement R…'}",,"{'date': '06/08/2018, 18:26:28', 'full_text': 'Thank you Toronto alumni and friends, for joining Mayor @MikeSavageHFX and me in celebrating #Dal200 last night! Our history has been built by our people, and it’s wonderful to celebrate them across the country. #DalC2C https://t.co/wUqzTYHiEh'}"
1776,"{'date': '05/10/2017, 19:48:55', 'full_text': '.@DalMgmtDean addressing our researchers on the role of news media in communicating research for Research Day. https://t.co/EiwgELVHit'}",,"{'date': '06/08/2018, 12:45:00', 'full_text': 'Today is #WorldOceansDay. Celebrate by taking part in tonight’s Elisabeth Mann Borgese Ocean Lecture. 7 p.m. in Room 105 at the Weldon Law Building https://t.co/WdF3SZkAQ7'}"
1777,"{'date': '05/10/2017, 18:25:07', 'full_text': 'RT @SusanHaydt: Researchers get to know each other at @DalManagement Research Day speed dating session https://t.co/BJ40EFyjKL'}",,"{'date': '06/08/2018, 00:37:05', 'full_text': 'RT @MikeSavageHFX: Proud to be @Dal_Alumni tonight as @DalPres welcomes Toronto alum to celebrate #Dal200. Momentum and purpose as Dal hits…'}"
1778,"{'date': '05/10/2017, 18:24:58', 'full_text': 'RT @SusanHaydt: Dr. C. Dawkins outlines four types of corporate complicity at @DalManagement Research Day https://t.co/XkqInY1CVe'}",,"{'date': '06/07/2018, 23:46:29', 'full_text': 'RT @Dal_Alumni: “You, our alumni, have helped us write our history and that’s why we felt compelled to celebrate you across the country. It…'}"
1779,"{'date': '05/10/2017, 18:24:55', 'full_text': 'RT @SusanHaydt: Michelle Adams on how we can make industry as waste efficient as nature at @DalManagement Research Day https://t.co/KmzAOZf…'}",,"{'date': '06/07/2018, 23:46:10', 'full_text': 'RT @Nphillips26: Two proud Dal Alumni 👨\u200d🎓 👩\u200d🎓 at the #DAL200 event in #Toronto tonight. @MikeSavageHFX @DalPres @Dalnews https://t.co/vQlIH…'}"
1780,"{'date': '05/10/2017, 18:24:38', 'full_text': 'RT @SusanHaydt: We thank Evangelos Milios, Stan Matwin, and Andrew Rau-Chaplin for their presentations at @DalManagement Research Day'}",,"{'date': '06/07/2018, 21:43:53', 'full_text': 'RT @DalChancellor: So #DalProud to have you joining the @Dalnews campus as Vice-Provost of Student Affairs, Dr. Joseph. Looking forward to…'}"
1781,"{'date': '05/10/2017, 18:24:33', 'full_text': ""RT @SusanHaydt: SIM'S Ryan Whelan speaks about endorsement effect in innovation agenda setting @DalManagement Research Day @dalsimnews http…""}",,"{'date': '06/07/2018, 21:43:14', 'full_text': ""RT @AnthonyGoode6: Nova Scotia's vibrant Ocean Tech sector has just received a great boost and vote of confidence with the opening of COVE.…""}"
1782,"{'date': '05/10/2017, 18:24:30', 'full_text': 'RT @SusanHaydt: Albert James provides five considerations for conducting research with Indigenous peoples at @DalManagement Research Day @R…'}",,"{'date': '06/07/2018, 19:34:02', 'full_text': 'RT @Hanigsberg: You are very lucky @Dalnews ! @DrIvanJoseph #DrIJo is a keeper! #fan 👏 https://t.co/OKCUBslcrB'}"
1783,"{'date': '05/09/2017, 13:06:49', 'full_text': 'RT @scharleb: My latest column in @IRPP: Fake food is everyone’s problem https://t.co/jIsY3KebbL'}",,"{'date': '06/07/2018, 18:52:30', 'full_text': 'RT @Dalnews: Thanks to Canada House for hosting this lovely gathering of @Dal_Alumni in London. #Dal200 #DalProud https://t.co/EP3jEaFDZ6'}"
1784,"{'date': '05/08/2017, 15:21:45', 'full_text': 'RT @SSHORE2017: SSHORE includes #SSH researchers on oceans from @DAL_FASS @memorialhss @DalManagement @SchulichLaw and @ukings across wide…'}",,"{'date': '06/07/2018, 18:52:26', 'full_text': 'RT @Dalnews: Wonderful to have Premier @StephenMcNeil at the #Dal200 celebration at Canada House in #London.  #DalProud https://t.co/fkisGZ…'}"
1785,"{'date': '05/08/2017, 15:21:35', 'full_text': 'RT @DalMgmtDean: New study on eating habits, coming out May 18! A partnership between @DalManagement, @dalagriculture and @Dal_FHP @SimonSo…'}",,"{'date': '06/07/2018, 17:41:53', 'full_text': '“The riskiest thing a society can do is not take risks,” @vkhosla today at @creativedlab'}"
1786,"{'date': '05/05/2017, 14:58:27', 'full_text': 'RT @RoweBusiness: Congratulations to the Rowe researchers of the year, Cedric Dawkins, Dana Kabat-Farr and Kyung Young Lee: https://t.co/Py…'}",,"{'date': '06/07/2018, 17:15:36', 'full_text': ""RT @ryersonrams: Congratulations to @RyersonU's Director of Athletics, @DrIvanJoseph, on his new position as Vice Provost of Student Affair…""}"
1787,"{'date': '05/05/2017, 14:55:48', 'full_text': ""RT @Dalnews: .@Dal_Alumni's efforts to celebrate #Dal200 across Canada &amp; around the world include a coast-to-coast bus tour https://t.co/eQ…""}",,"{'date': '06/07/2018, 17:15:18', 'full_text': 'RT @DalScience: The new map allows you to see where right whales are located. The large group currently detected in the Gulf of St. Lawrenc…'}"
1788,"{'date': '05/05/2017, 14:55:36', 'full_text': 'RT @DALCFAME: Limited seats available for 2nd Annual Workshop on Supply Chain &amp; Logistics Management. Register here: https://t.co/rP8tsVlSe6'}",,"{'date': '06/07/2018, 16:42:05', 'full_text': 'RT @DalScience: Size of annual ""dead-zone"" in Gulf of Mexico -an area so depleted of oxygen that it kills marine life- will be 3x larger th…'}"
1789,"{'date': '05/05/2017, 14:55:20', 'full_text': 'RT @Cleese6: Who are our @dalsimnews Master of Info. Mgmt students? Join us. https://t.co/J12ItmzYMe'}",,"{'date': '06/07/2018, 16:06:01', 'full_text': 'RT @lstordy: #DalC2C this is definitely an iconic shot of our Dal bus- how about a shot with the CN Tower in Toronto tonight ?See you there…'}"
1790,"{'date': '05/05/2017, 12:34:16', 'full_text': 'RT @DALFamBus: 2016 #ThrowbackThursday  #FamilyBusiness Legacy Series Dinner Honourees - The Flemming Family of Ocean Family of Companies #…'}",,"{'date': '06/07/2018, 14:30:45', 'full_text': 'RT @FranciscoUcan: With @SenatorWanda @DalPres in @ottawacity celebrating 200th @Dal_Alumni @Dalnews, very glad to see many familiar faces.…'}"
1791,"{'date': '05/05/2017, 12:33:13', 'full_text': ""RT @Dal_Alumni: Congratulations to Adrienne Power (BComm'05), David Fry (LLB'98) &amp; Al Scott, inducted into the Tigers Hall of Fame: https:/…""}",,"{'date': '06/07/2018, 12:37:37', 'full_text': 'RT @sarahjenkinsxo: Dr. Ivan Joseph changed the face of Athletics at Ryerson, and supported sport media students along the way. \n\nCongrats…'}"
1792,"{'date': '05/05/2017, 12:31:17', 'full_text': 'RT @DalCCR: Dear students, create your CCR before graduating! @DalExecEd @Dalhousie_CPD @DalSpine @DalDentistry @SchulichLaw @DalManagement'}",,"{'date': '06/07/2018, 12:21:13', 'full_text': 'RT @SenatorWanda: With \u2066@DalPres\u2069 and Ottawa Mayor Jim Watson, who declared today Dalhousie Day in Ottawa! Celebrating 200 years of #inspir…'}"
1793,"{'date': '05/04/2017, 17:35:48', 'full_text': ""RT @Dalnews: Ntombi Nkiwane brings political &amp; cultural content to incarcerated people w/ @CKDU881FM's Black Power Hour #DalProud https://t…""}",,"{'date': '06/07/2018, 12:20:58', 'full_text': 'RT @SenatorWanda: Pleased to join #DalC2C tonight during their Ottawa stop. A great time of reflection and connecting with #DalProud Alumni…'}"
1794,"{'date': '05/04/2017, 17:35:33', 'full_text': 'RT @scharleb: At the agri-food workshop in #Saskatoon. Big crowd looking for opportunities in value-added food products @cbcsask https://t.…'}",,"{'date': '06/07/2018, 12:20:49', 'full_text': 'RT @sblairreid: Thank you @JimWatsonOttawa for your Black and Gold proclamation and for joining us! We were thrilled by your contribution t…'}"
1795,"{'date': '05/04/2017, 17:35:21', 'full_text': 'RT @DalExecEd: Stay ahead of the competition: Certificate in Leadership &amp; Innovation Fall 2017 APPLY NOW https://t.co/NrwKVKM4ou @halifaxch…'}",,"{'date': '06/07/2018, 02:09:45', 'full_text': 'RT @SenatorWanda: Great to be here at the Dalhousie U 200th Anniversary Cross Canada Tour at the National Arts Center! https://t.co/oEYJthH…'}"
1796,"{'date': '05/04/2017, 17:35:16', 'full_text': 'RT @Dalnews: Black Student Advising wants to honour black students of African decent at #DalGrad ceremonies. https://t.co/2HMgroatZR'}",,"{'date': '06/07/2018, 02:08:33', 'full_text': 'RT @apurv_ec: It was wonderful to be a part of coast to coast Dal200 event. Thank you @DalPres for this pic. #ProudMoment #Dal200 #DalAlumn…'}"
1797,"{'date': '05/04/2017, 17:33:31', 'full_text': 'RT @JamesGIS: @EsriCanada 2017 Scholarship winner Caitlin Cunningham from @DalManagement /w Dr. Claudio Aporta from @DalMarAffairs &amp; @EsriC…'}",,"{'date': '06/07/2018, 01:13:35', 'full_text': '@Atul_Gawande If convicted he will yabba dabba do time'}"
1798,"{'date': '05/04/2017, 17:29:46', 'full_text': ""RT @Dalnews: As Canadians stockpile @Skippy, @scharleb discusses the company's decision not to sell in Canada @DalManagement https://t.co/E…""}",,"{'date': '06/07/2018, 01:03:10', 'full_text': 'RT @Dal_Alumni: “My #Dal degree has been so amazing for positioning me for a career I am proud of. It isn’t just what it’s done for me, but…'}"
1799,"{'date': '05/03/2017, 17:05:41', 'full_text': ""We're looking forward to seeing graduates, friends and family at the Dean's Convocation Reception on May 29. RSVP: https://t.co/xlUzugx6cS https://t.co/sTQVk2yiHn""}",,"{'date': '06/07/2018, 00:04:19', 'full_text': 'RT @DalScience: Celebrating #AskDalSci &amp; #OceansWeekHFX @DiscoveryCntr this evening! Delphine &amp; Kim are getting lots of questions about the…'}"
1800,"{'date': '05/02/2017, 19:46:13', 'full_text': 'RT @DALCFAME: Join us for an online information session on the Dal blended/online MPAM program. Click here to register:https://t.co/uJ3yAEf…'}",,"{'date': '06/07/2018, 00:02:57', 'full_text': 'Wow! Thanks to the hundreds of @Dal_Alumni in Ottawa who came out for a great #Dal200 reception #DalC2C https://t.co/CdbsqjkDG8'}"
1801,"{'date': '04/27/2017, 20:41:59', 'full_text': 'RT @CranstonAnna: Thrilled to be the voice of @DalManagement for this @UWHalifax video about the excellent Day of Caring initiative. https:…'}",,"{'date': '06/06/2018, 23:46:13', 'full_text': 'RT @holly_palen: Mayor Jim Watson salutes Dalhousie University by declaring June 6 2018 Black and Gold Day. #DalhousieU200 #Dal @Dalnews @D…'}"
1802,"{'date': '04/27/2017, 20:41:39', 'full_text': 'RT @DalMCS: Hello #Toronto! 42 of our @DalManagement  students are here for the #TOCorpTour'}",,"{'date': '06/06/2018, 23:46:05', 'full_text': 'RT @RobLeForte: A huge thank you to #Ottawa mayor @JimWatsonOttawa for declaring June 6th Dalhousie Alumni Black and Gold day in the city!…'}"
1803,"{'date': '04/27/2017, 20:41:36', 'full_text': 'RT @DalMCS: #TOCorpTour allows @DalManagement students to network &amp; learn about corporate culture and future opportunities'}",,"{'date': '06/06/2018, 22:28:43', 'full_text': 'RT @AtlanticTCS: Today marks the launch of @COVE_Ocean! #OceanTech start-ups, SMEs &amp; large companies will be able to grow and innovate at t…'}"
1804,"{'date': '04/27/2017, 20:41:19', 'full_text': ""RT @Dalnews: In December, @DalManagement released Canada's Food Price Report - a first for #DalhousieU @scharleb https://t.co/KsPNlYtbi7 #L…""}",,"{'date': '06/06/2018, 22:27:34', 'full_text': 'In the nation’s capital with the @Dal_Alumni Coast to Coast bus tour. Looking forward to connecting with several hundred Ottawa alumni tonight! #Dal200 #DalC2C https://t.co/kkwQKqvUUH'}"
1805,"{'date': '04/26/2017, 23:44:32', 'full_text': 'RT @MartineDurierC1: Dal MBA Fin Svcs alumni and students @ Vancouver 20 Anniversary! @DALCFAME @DalManagement @DalFoMAlumni @scharleb http…'}",,"{'date': '06/06/2018, 17:41:14', 'full_text': 'RT @HfxPartnership: Your growing business needs one thing to supercharge it: Halifax. From the ocean supercluster to cutting edge technolog…'}"
1806,"{'date': '04/26/2017, 22:56:19', 'full_text': 'RT @dalsimnews: MLIS/MPA Scarlett Kelly is the 2017 recipient of the Irving &amp; Jeanne Glovin award @DAL_FASS! Congrats Scarlett: https://t.c…'}",,"{'date': '06/06/2018, 17:40:57', 'full_text': 'RT @Gregor_Ash: Packed house on-hand for the official launch/first peek inside the fantastic new #oceansincubator at the @COVE_Ocean on the…'}"
1807,"{'date': '04/26/2017, 22:50:42', 'full_text': 'RT @DalMCS: We’re off to #Toronto along with @DalManagement students for #TOCorpTour tomorrow!'}",,"{'date': '06/06/2018, 17:32:23', 'full_text': 'RT @Dalnews: As #DalhousieU’s new vice-provost student affairs, Ivan Joseph brings with him a diverse career supporting students across the…'}"
1808,"{'date': '04/26/2017, 18:17:42', 'full_text': 'SRES professor Karen Beazley spoke at the March for Science on Saturday and is quoted here by CBC: https://t.co/3jcjdgILLG'}",,"{'date': '06/06/2018, 17:13:51', 'full_text': 'RT @Dalnews: On June 21, the #DalhousieU community is invited to join @DalPres &amp; members of the senior admin team for our 2018 year in revi…'}"
1809,"{'date': '04/26/2017, 17:52:52', 'full_text': 'RT @Hunter_dal: Julia Yan MBA(FS) 2010, VP Regional Sales at @tmxgroup  talks about research in the workplace https://t.co/oA2O2w290F https…'}",,"{'date': '06/06/2018, 14:27:38', 'full_text': 'A superstar hire for Dal! Welcome @DrIvanJoseph, we so look forward to working with you to advance student success at Dal! https://t.co/78TmjlW7ew'}"
1810,"{'date': '04/26/2017, 17:48:15', 'full_text': 'RT @Dal_Alumni: Celebrate #NationalVolunteerWeek by learning about volunteer opportunities with the @DalAlumniHFX Chapter tonight: https://…'}",,"{'date': '06/06/2018, 00:01:12', 'full_text': 'RT @DalMedDean: With dalmed48 grad Dr Gregory Nieman at Dal200 alumni gala in Montreal. Classmate of Drs Doug Roy &amp; Deke Grant. Looking ver…'}"
