,DalArtsCentre,Dal_CSS,DalIntcentre
468,"{'date': '12/18/2018, 21:39:25', 'full_text': '#Halifax! Tickets go on sale this Thursday at noon for ""Jane at 85: Reasons for Hope. An Evening with Jane Goodall"" in the Rebecca Cohn Auditorium on April 9, presented by @janegoodallCAN. Talk about a great last-minute gift idea! #JaneGoodall https://t.co/8eqeGrYPZe'}",,"{'date': '10/16/2017, 22:14:44', 'full_text': ""RT @DALCLDC: Don't miss this opportunity! @DAL_FASS @dalartssociety @DalStudentLife @DalEntSoc @uKings @DalFCS @DalIntcentre @DalCSGS @DalG…""}"
469,"{'date': '12/18/2018, 19:24:04', 'full_text': ""RT @wendyphillipspr: Who's Bad? - The Ultimate #MichaelJackson Experience - visits #Halifax's Rebecca Cohn, Jan. 4 &amp; @Casino_NB in #Moncton…""}",,"{'date': '10/15/2017, 16:15:59', 'full_text': ""RT @DalFoMAlumni: At this year's alumni dinner 4 recent alumni joined our table, Pengpeng, Shiying,Yingrong (BCOM2017) Lokiy(BCom2015) @Dal…""}"
470,"{'date': '12/18/2018, 14:19:24', 'full_text': ""We are still on for this evening, #Halifax! It isn't a @BarraMacNeils East Coast Christmas without some fresh snow on the ground. https://t.co/LWH20CSGqG""}",,"{'date': '10/14/2017, 18:45:07', 'full_text': 'Qiuling Wu, Dal Advisor, sharing immigration advice with STAY-NS program participants. @EduNova_News @Dalnews https://t.co/i9OYyb3JDY'}"
471,"{'date': '12/18/2018, 14:15:27', 'full_text': ""RT @SymphonyNS: We're still coming down from the wave that has been #TheNutcracker these last couple weeks. Thank you Giovanna Lamboglia, M…""}",,"{'date': '10/14/2017, 12:43:12', 'full_text': 'Study in NS and Study &amp; Stay in NS students. Thank you for choosing NS as your home! @EduNova_News @Dalnews https://t.co/YteaaKs4pZ'}"
472,"{'date': '12/17/2018, 19:02:13', 'full_text': 'HOLIDAY CLOSURE: The Dalhousie Arts Centre Administration Office and Box Office will be closed December 23-Jan 1, inclusive. Tickets can still be purchased online (https://t.co/gqPE5JKgNE) but they will not be mailed out or available for pickup during that timeframe. #Halifax'}",,"{'date': '10/10/2017, 20:37:15', 'full_text': 'RT @DalGlobalHealth: Maritimes-Guatemala Breaking the Silence Network Presents Guatemalan Hip Hop Artist Rebeca Lane &amp; Special Guests\nFri,…'}"
473,"{'date': '12/17/2018, 13:11:14', 'full_text': 'RT @Dalnews: This week! Run Rudolph Run, to the #DalhousieU Carol Sing. 🎄 (Event details 👉 https://t.co/4cvavUqUiB) https://t.co/m5BkjYo3Bd'}",,"{'date': '10/09/2017, 20:47:06', 'full_text': 'Thanks to Brandon and the fabulous volunteer team who made the Dal International Centre Thanksgiving celebration a great success! https://t.co/RDb1dOF5Mc'}"
474,"{'date': '12/14/2018, 16:01:35', 'full_text': 'RT @SonicConcerts: Calling all Golden Girls fans! Tickets for Thank You For Being a Friend: The Ultimate Golden Girls Experience are on sal…'}",,"{'date': '10/09/2017, 19:02:35', 'full_text': 'Thanksgiving potluck at the International Centre. So much to be thankful for! https://t.co/fycCUYc2vF'}"
475,"{'date': '12/14/2018, 15:31:26', 'full_text': 'Tickets to Thank You For Being A Friend in the Rebecca Cohn Auditorium on March 3 go on sale today at noon! The show is presented by Sonic Concerts, in association with Neptune Theatre. Be sure to pick some up for the #GoldenGirls fans in your life, #Halifax https://t.co/AX0hoFLoQG'}",,"{'date': '10/09/2017, 01:35:57', 'full_text': 'RT @quinnlyle: @SusanBrousseau @DalStudentLife @DalIntcentre @Chrisbuhrr So great! 🦃'}"
476,"{'date': '12/13/2018, 20:00:46', 'full_text': 'Do you have any #MichaelJackson fans on your Christmas list, #Halifax? We are sure they would love tickets to @whosbadmusic in the Rebecca Cohn Auditorium on January 4, presented by @ECPG_2012. https://t.co/5YSOtov0e4'}",,"{'date': '10/07/2017, 02:34:07', 'full_text': 'RT @DalResidence: Happy Thanksgiving Weekend everyone! We hope you all find some time to rest &amp; connect with family &amp; friends! #dalsweetdal…'}"
477,"{'date': '12/13/2018, 14:04:20', 'full_text': ""DON'T FORGET: Tickets to @RoyalWood and special guest @ohkerri in the Rebecca Cohn Auditorium on March 18, presented by @SonicConcerts, go on sale at noon today! #Halifax https://t.co/7zitOOIJrg""}",,"{'date': '10/05/2017, 20:22:08', 'full_text': '#NewProfilePic https://t.co/ZejY5C26dB'}"
478,"{'date': '12/13/2018, 12:31:02', 'full_text': 'RT @SH_BordenColley: Tickets are on sale now @DalArtsCentre and from individual @NSMassChoir members. They make excellent Christmas gifts!…'}",,"{'date': '10/04/2017, 23:13:33', 'full_text': 'RT @Dal_Alumni: Our #HalifaxExplosion Commemorative Event is just a week away! View @DalArtGallery exhibit, an expert panel &amp; more: https:/…'}"
479,"{'date': '12/12/2018, 21:40:23', 'full_text': ""RT @SonicConcerts: .@NekoCase's album 'Hell-On' is ranked #6 on @exclaimdotca's Top 10 Folk and country albums of 2018!  https://t.co/gBlbi…""}",,"{'date': '10/04/2017, 23:11:54', 'full_text': 'RT @DalHRES: Sisters in Spirit; Opening prayer &amp; Songs; candle lighting ceremony; Refreshments. Mi’kmaw Native Friendship Centre 2158 Gotti…'}"
480,"{'date': '12/12/2018, 14:08:36', 'full_text': 'RT @Dalnews: #Dal200 flashback: celebrations and connections. 🎉 (Read it: https://t.co/Cx6WNaPYLB) https://t.co/KyH1iAuA3q'}",,"{'date': '09/29/2017, 22:13:42', 'full_text': 'RT @goreham87: This is going to be fun. Talking sport science with people coming from many different backgrounds = innovation! @DalPres @Da…'}"
481,"{'date': '12/11/2018, 15:47:33', 'full_text': 'RT @DalPres: Why don’t reindeer go to school? \n\nThey’re elf taught. \n\nJoin us next Thursday for seasonal songs, festive food and your annua…'}",,"{'date': '09/29/2017, 20:21:09', 'full_text': 'This is what respect looks like for Dal students who participated in the International Centre workshop. @Dalnews https://t.co/LtylhO7Ioe'}"
482,"{'date': '12/11/2018, 15:12:05', 'full_text': '#Halifax! Join us in the Rebecca Cohn Auditorium on March 18 for @RoyalWood with special guest @ohkerri, presented by @SonicConcerts. Tickets go on sale this Thursday at noon but you should check out Sonic Concerts on Twitter &amp; Facebook now for a chance to win tickets https://t.co/7POut7h4bl'}",,"{'date': '09/29/2017, 19:13:44', 'full_text': 'Respect at Dal: hold all accountable, communicate effectively, get to know people from other cultures, continue the conversation.'}"
483,"{'date': '12/11/2018, 14:08:02', 'full_text': 'Calling all #GoldenGirls fans! @SonicConcerts, in association with @NeptuneTheatre, is bringing Thank You For Being A Friend to the Rebecca Cohn Auditorium. Tickets on sale this Friday at noon! #Halifax https://t.co/5gIXaKllOy'}",,"{'date': '09/29/2017, 19:11:33', 'full_text': 'Respect at Dal: being mindful of identities and backgrounds, ensuring accessibility for all, respecting indigenous cultures.'}"
484,"{'date': '12/10/2018, 19:59:42', 'full_text': '#Halifax! Catch Tis The Season 12, starring Bette MacDonald and Maynard Morrison, in the Rebecca Cohn Auditorium TONIGHT at 7:30pm, presented by @BDiamondProd. https://t.co/7uF16X0PaJ'}",,"{'date': '09/29/2017, 18:44:51', 'full_text': 'What could Respect look like at Dal: on campus and in classrooms? #DalRespect https://t.co/xMibARjzHb'}"
485,"{'date': '12/10/2018, 12:54:36', 'full_text': 'RT @ECPG_2012: 😍Thanks to @899TheWave in #Halifax for promoting @whosbadmusic  #TheUltimateMichaelJacksonExperience show Jan 4th at the @Da…'}",,"{'date': '09/29/2017, 18:42:33', 'full_text': ""Respect in the context of where we're from: refuse to feel superior or inferior to anyone. Be patient and understanding. #DalRespect""}"
486,"{'date': '12/07/2018, 15:45:38', 'full_text': ""Don't forget: tickets to @NekoCase in the Rebecca Cohn Auditorium on April 16, presented by @SonicConcerts, go on sale at noon today! To purchase: https://t.co/gqPE5JKgNE  #Halifax https://t.co/BO1xj57j9Q""}",,"{'date': '09/29/2017, 18:41:09', 'full_text': ""Respect in the context of where we're from: appreciate similarities and differences, be polite, thankful, and open. #DalRespect @Dalnews""}"
487,"{'date': '12/07/2018, 15:20:18', 'full_text': '*Yule* not want to miss this fun annual event! @DalPres *sleighs* us with his puns while @FSPAdirector leads the carol singing. #DalhousieU #Halifax https://t.co/dweIyYPNkb'}",,"{'date': '09/29/2017, 18:20:28', 'full_text': ""Dal students joining the conversation. What does Respect look like in the context of where you're from? #DalRespect @Dalnews https://t.co/K1Ofx0hOSM""}"
488,"{'date': '12/06/2018, 18:50:09', 'full_text': 'RT @DalPres: Starting shortly in the Dal Gallery in the Arts Centre. Join me and others in hearing this fantastic performance! https://t.co…'}",,"{'date': '09/29/2017, 18:10:59', 'full_text': 'Respect means being open minded, tolerant, learning, sharing, appreciative of differences, accepting, and caring. @Dalnews #DalRespect'}"
489,"{'date': '12/06/2018, 18:22:33', 'full_text': 'Stop by the @DalArtGallery this afternoon from 3pm-4pm for this fantastic event. All are welcome! #DalhousieU #Halifax https://t.co/rSBm7ON8Mx'}",,"{'date': '09/29/2017, 17:56:41', 'full_text': 'Dal students joining the conversation. What does Respect mean to you? @Dalnews #DalRespect https://t.co/T0AVpw83qJ'}"
490,"{'date': '12/06/2018, 15:54:51', 'full_text': 'RT @SymphonyNS: We made a new friend yesterday. His name’s Pete and he’s excited for our Nutcracker shows with @HfxDance and @MermaidTheatr…'}",,"{'date': '09/28/2017, 16:01:34', 'full_text': 'The Dalhousie Tiger has joined the Respect conversation. You can too! Join us at the International Centre on Friday at 2:30. @Dalnews https://t.co/8JFsrzXY5W'}"
491,"{'date': '12/05/2018, 14:00:23', 'full_text': 'RT @DAL_FASS: Tomorrow @ 3pm the @DalArtGallery hosts a performance of the epic Bicentennial Poem by former Parliamentary Poet Laureate Geo…'}",,"{'date': '09/28/2017, 15:59:32', 'full_text': 'What does Respect mean to you? Join us on Friday at 2:30 in the International Centre to join the discussion!'}"
492,"{'date': '12/04/2018, 20:14:00', 'full_text': 'RT @SonicConcerts: ICYMI: @NekoCase is coming to #Halifax + #Moncton in April! Tickets for both shows go on sale this Friday, Dec 7 at http…'}",,"{'date': '09/26/2017, 21:17:34', 'full_text': 'RT @dalagriculture: MacRae Library celebrates Respect Week with the launch of Dal Reads today at 10:15! https://t.co/uNyGJDtVDQ https://t.c…'}"
493,"{'date': '12/04/2018, 19:45:08', 'full_text': 'We changed the content in our office windows this afternoon to reflect the Performing Arts Campaign and it seems to be a hit! To learn more about what the expansion will mean for @FSPADal and the community: https://t.co/Q4J0ZuHD8g #Halifax #DalhousieU https://t.co/s0EF0769Tw'}",,"{'date': '09/25/2017, 23:01:25', 'full_text': ""RT @c_brine: @Dalhousie_SITE @dalfcs @DalPres you've got some great students! Thanx 4 letting us borrow them for the day! @followCACEE #CAC…""}"
494,"{'date': '12/04/2018, 18:08:11', 'full_text': 'RT @SonicConcerts: .@NekoCase is coming to #Halifax and #Moncton next April in support of her latest album, Hell-On! April 16 - @DalArtsCen…'}",,"{'date': '09/22/2017, 21:38:29', 'full_text': 'Great turnout for the DISA AGM. https://t.co/88UlUbpT0f'}"
495,"{'date': '12/04/2018, 14:27:20', 'full_text': 'RT @FSPADal: Tonight!   Join us for the last concert of the fall term featuring the Dalhousie Symphony Orchestra!   Tickets are still avail…'}",,"{'date': '09/22/2017, 21:35:12', 'full_text': 'The Dalhousie International Centre has a new twitter handle. Follow us for great news about everything International at Dal!'}"
496,"{'date': '12/03/2018, 14:44:04', 'full_text': ""It's December which means it is officially @SymphonyNS presents The Nutcracker season at the Arts Centre! Check out this great trailer from a previous year: https://t.co/kYUs7yXzfm #Halifax""}",,
497,"{'date': '12/02/2018, 14:16:30', 'full_text': 'RT @NSMassChoir: SAVE THE DATE: Dr. Martin Luther King Jr. Tribute show on January 12 at 7pm @DalArtsCentre . Last year’s show was award-no…'}",,
498,"{'date': '12/01/2018, 20:13:19', 'full_text': 'RT @FSPADal: Tonight - join our Wind Ensemble as they perform a program  that ranges from traditional symphonic writing to electronic and e…'}",,
499,"{'date': '11/30/2018, 15:52:49', 'full_text': ""RT @DAL_FASS: Only 3 chances left to see the @FSPADal 's performance of Dante's Purgatorio! Get your tickets now! https://t.co/4wrMAK00NY @…""}",,
500,"{'date': '11/30/2018, 15:30:52', 'full_text': 'Tickets to @Stampeders in the Rebecca Cohn Auditorium on April 8, presented by @ShanteroProd, go on sale in half an hour, #Halifax! To purchase online: https://t.co/gqPE5JKgNE https://t.co/B6WpsOVcgY'}",,
501,"{'date': '11/30/2018, 13:17:26', 'full_text': 'Don\'t forget: Tickets to @gerrydee\'s ""20 Years of Stand-Up"" tour stop at the Rebecca Cohn Auditorium on April 23, 2019, presented by @evenko, go on sale today at noon! To purchase online: https://t.co/gqPE5JKgNE #Halifax https://t.co/BwHmNRKR9r'}",,
502,"{'date': '11/29/2018, 19:58:11', 'full_text': '#Halifax! There are a handful of tickets left for @TheRonJamesShow in the Rebecca Cohn Auditorium this evening at 7:30pm, presented by @ShanteroProd. https://t.co/uvC4bw5dWH'}",,
503,"{'date': '11/29/2018, 18:38:38', 'full_text': 'RT @FSPADal: Studley campus is officially closed and no classes, but power is back on in the @DalArtsCentre so the show will go on!  Purgat…'}",,
504,"{'date': '11/29/2018, 17:20:56', 'full_text': 'UPDATE: The power is back on at the Arts Centre and we expect the building to reopen at 1:45pm with the box office opening shortly after. #Halifax #DalhousieU https://t.co/0v00LSSThg'}",,
505,"{'date': '11/29/2018, 15:52:36', 'full_text': 'Also, hot tip for #DalhousieU staff and students trying to get work done today: the Tupper Link and Kellogg Library (@DalLibraries) have power #Halifax https://t.co/rZdJe0B69l'}",,
506,"{'date': '11/29/2018, 15:38:28', 'full_text': 'PLEASE NOTE: The Dalhousie Arts Centre is currently closed due to a power outage. Shows are proceeding as scheduled but we will update our website (https://t.co/LiGV4gKRMq), social media accounts, and our information line at (902) 494-7081 if that changes. #Halifax'}",,
507,"{'date': '11/28/2018, 12:33:52', 'full_text': ""RT @JimmyRankin: Thank you for sending in your pictures from tour! It has been a joy to view them and relive those memories. Here's some fr…""}",,
508,"{'date': '11/27/2018, 19:47:17', 'full_text': 'RT @SonicConcerts: Coming to see @glasstiger tonight at the @DalArtsCentre? Doors open at 7:30pm and show starts at 8pm. Just a reminder th…'}",,
509,"{'date': '11/27/2018, 16:39:12', 'full_text': 'It\'s true, #Halifax! @gerrydee is bringing his ""20 Years Of Stand-Up"" to the Rebecca Cohn Auditorium on April 23, 2019, presented by @evenko. Tickets on sale this Friday (Nov 30) at noon. Text your friends to let them know! https://t.co/Wutm0qGjbM'}",,
510,"{'date': '11/27/2018, 15:59:10', 'full_text': 'RT @FSPADal: Tonight is opening night of PURGATORIO!  \n“All in all, it is the stuff of living theatre!” says Patrick Baliani, the playwrigh…'}",,
511,"{'date': '11/27/2018, 13:02:51', 'full_text': ""#Halifax! Join us on April 8, 2019 for @Stampeders in the Rebecca Cohn Auditorium, presented by @ShanteroProd ! Tickets go on sale this Friday (Nov 30) at noon. There's no need to stampede to the Arts Centre as you can also buy online or over the phone! https://t.co/8MuRxhbAC1""}",,
512,"{'date': '11/27/2018, 12:43:01', 'full_text': 'RT @MightyMaroonTac: Good King Wenceslas last looked out upon the .... Beary Merry Christmas Concert @DalArtsCentre! The @CFBHalifax and @R…'}",,
513,"{'date': '11/26/2018, 19:58:35', 'full_text': 'Did you know: tickets for @NSMassChoir\'s annual ""The Dream Continues: A Musical Tribute to Rev. Dr. Martin Luther King Jr."" are on sale now! This popular performance was a nominee for @musicnovascotia\'s Event of the Year 2018. To purchase: https://t.co/gqPE5JKgNE #Halifax'}",,
514,"{'date': '11/26/2018, 19:14:11', 'full_text': ""RT @SonicConcerts: Today's your last chance to get advanced price tickets for tomorrow's @glasstiger show at the @DalArtsCentre! This is th…""}",,
